Region,Comuna,Nacimientos,Fecha,Codigo region,Codigo comuna
Atacama,Vallenar,2,2020-04-28,,
Atacama,Copiapó,6,2020-04-29,,
Atacama,Vallenar,3,2020-04-29,,
Atacama,Chañaral,1,2020-04-30,,
Atacama,Copiapó,6,2020-04-30,,
Atacama,Vallenar,4,2020-04-30,,
Atacama,Copiapó,17,2020-05-04,,
Atacama,Vallenar,5,2020-05-04,,
Atacama,Copiapó,13,2020-05-05,,
Atacama,Vallenar,4,2020-05-05,,
Atacama,Copiapó,10,2020-05-06,,
Atacama,Vallenar,2,2020-05-06,,
Atacama,Copiapó,6,2020-05-07,,
Atacama,Vallenar,2,2020-05-07,,
Atacama,Copiapó,11,2020-05-08,,
Atacama,Vallenar,3,2020-05-08,,
Atacama,Chañaral,1,2020-05-11,,
Atacama,Copiapó,14,2020-05-11,,
Atacama,Vallenar,5,2020-05-11,,
Atacama,Copiapó,8,2020-05-12,,
Atacama,Vallenar,1,2020-05-12,,
Coquimbo,Coquimbo,9,2020-01-02,,
Coquimbo,Illapel,3,2020-01-02,,
Coquimbo,La Serena,22,2020-01-02,,
Coquimbo,Ovalle,3,2020-01-02,,
Coquimbo,Coquimbo,10,2020-01-03,,
Coquimbo,Illapel,1,2020-01-03,,
Coquimbo,La Serena,21,2020-01-03,,
Coquimbo,Ovalle,10,2020-01-03,,
Coquimbo,Coquimbo,19,2020-01-06,,
Coquimbo,Illapel,5,2020-01-06,,
Coquimbo,La Serena,24,2020-01-06,,
Coquimbo,Ovalle,17,2020-01-06,,
Coquimbo,Coquimbo,4,2020-01-07,,
Coquimbo,Illapel,4,2020-01-07,,
Coquimbo,La Serena,15,2020-01-07,,
Coquimbo,Ovalle,11,2020-01-07,,
Coquimbo,Salamanca,1,2020-01-07,,
Coquimbo,Coquimbo,13,2020-01-08,,
Coquimbo,Illapel,5,2020-01-08,,
Coquimbo,La Serena,14,2020-01-08,,
Coquimbo,Ovalle,3,2020-01-08,,
Coquimbo,Coquimbo,6,2020-01-09,,
Coquimbo,Illapel,2,2020-01-09,,
Coquimbo,La Serena,12,2020-01-09,,
Coquimbo,Ovalle,3,2020-01-09,,
Coquimbo,Coquimbo,6,2020-01-10,,
Coquimbo,Illapel,1,2020-01-10,,
Coquimbo,La Serena,10,2020-01-10,,
Coquimbo,Ovalle,7,2020-01-10,,
Coquimbo,Coquimbo,10,2020-01-13,,
Coquimbo,Illapel,1,2020-01-13,,
Coquimbo,La Serena,24,2020-01-13,,
Coquimbo,Ovalle,10,2020-01-13,,
Coquimbo,Coquimbo,7,2020-01-14,,
Coquimbo,Illapel,2,2020-01-14,,
Coquimbo,La Serena,10,2020-01-14,,
Coquimbo,Ovalle,7,2020-01-14,,
Coquimbo,Salamanca,1,2020-01-14,,
Coquimbo,Coquimbo,7,2020-01-15,,
Coquimbo,Illapel,1,2020-01-15,,
Coquimbo,La Serena,11,2020-01-15,,
Coquimbo,Ovalle,3,2020-01-15,,
Coquimbo,Coquimbo,2,2020-01-16,,
Coquimbo,Illapel,2,2020-01-16,,
Coquimbo,La Serena,6,2020-01-16,,
Coquimbo,Ovalle,3,2020-01-16,,
Coquimbo,Coquimbo,4,2020-01-17,,
Coquimbo,Illapel,1,2020-01-17,,
Coquimbo,La Serena,10,2020-01-17,,
Coquimbo,Ovalle,6,2020-01-17,,
Coquimbo,Coquimbo,20,2020-01-20,,
Coquimbo,Illapel,3,2020-01-20,,
Coquimbo,La Serena,18,2020-01-20,,
Coquimbo,Ovalle,9,2020-01-20,,
Coquimbo,Salamanca,1,2020-01-20,,
Coquimbo,Coquimbo,5,2020-01-21,,
Coquimbo,La Serena,16,2020-01-21,,
Coquimbo,Ovalle,3,2020-01-21,,
Coquimbo,Coquimbo,15,2020-01-22,,
Coquimbo,Illapel,6,2020-01-22,,
Coquimbo,La Serena,3,2020-01-22,,
Coquimbo,Los Vilos,1,2020-01-22,,
Coquimbo,Ovalle,6,2020-01-22,,
Coquimbo,Vicuña,1,2020-01-22,,
Coquimbo,Coquimbo,7,2020-01-23,,
Coquimbo,La Serena,10,2020-01-23,,
Coquimbo,Los Vilos,1,2020-01-23,,
Coquimbo,Ovalle,3,2020-01-23,,
Coquimbo,Coquimbo,3,2020-01-24,,
Coquimbo,Illapel,3,2020-01-24,,
Coquimbo,La Serena,13,2020-01-24,,
Coquimbo,Ovalle,6,2020-01-24,,
Coquimbo,Salamanca,1,2020-01-24,,
Coquimbo,Coquimbo,16,2020-01-27,,
Coquimbo,Illapel,5,2020-01-27,,
Coquimbo,La Serena,30,2020-01-27,,
Coquimbo,Ovalle,13,2020-01-27,,
Coquimbo,Coquimbo,9,2020-01-28,,
Coquimbo,Illapel,2,2020-01-28,,
Coquimbo,La Serena,17,2020-01-28,,
Coquimbo,Ovalle,8,2020-01-28,,
Coquimbo,Coquimbo,12,2020-01-29,,
Coquimbo,Illapel,3,2020-01-29,,
Coquimbo,La Serena,7,2020-01-29,,
Coquimbo,Ovalle,3,2020-01-29,,
Coquimbo,Coquimbo,13,2020-01-30,,
Coquimbo,Illapel,2,2020-01-30,,
Coquimbo,La Serena,19,2020-01-30,,
Coquimbo,Ovalle,8,2020-01-30,,
Coquimbo,Paihuano,1,2020-01-30,,
Coquimbo,Coquimbo,14,2020-01-31,,
Coquimbo,Illapel,3,2020-01-31,,
Coquimbo,La Serena,12,2020-01-31,,
Coquimbo,Los Vilos,1,2020-01-31,,
Coquimbo,Ovalle,3,2020-01-31,,
Coquimbo,Coquimbo,14,2020-02-03,,
Coquimbo,Illapel,6,2020-02-03,,
Coquimbo,La Serena,20,2020-02-03,,
Coquimbo,Ovalle,16,2020-02-03,,
Coquimbo,Andacollo,1,2020-02-04,,
Coquimbo,Coquimbo,11,2020-02-04,,
Coquimbo,Illapel,1,2020-02-04,,
Coquimbo,La Serena,13,2020-02-04,,
Coquimbo,Ovalle,6,2020-02-04,,
Coquimbo,Coquimbo,4,2020-02-05,,
Coquimbo,Illapel,4,2020-02-05,,
Coquimbo,La Serena,18,2020-02-05,,
Coquimbo,Ovalle,5,2020-02-05,,
Coquimbo,Coquimbo,9,2020-02-06,,
Coquimbo,Illapel,3,2020-02-06,,
Coquimbo,La Serena,11,2020-02-06,,
Coquimbo,Ovalle,3,2020-02-06,,
Coquimbo,Coquimbo,2,2020-02-07,,
Coquimbo,Illapel,1,2020-02-07,,
Coquimbo,La Serena,14,2020-02-07,,
Coquimbo,Ovalle,6,2020-02-07,,
Coquimbo,Salamanca,1,2020-02-07,,
Coquimbo,Coquimbo,18,2020-02-10,,
Coquimbo,Illapel,4,2020-02-10,,
Coquimbo,La Serena,26,2020-02-10,,
Coquimbo,Ovalle,8,2020-02-10,,
Coquimbo,Coquimbo,9,2020-02-11,,
Coquimbo,Illapel,4,2020-02-11,,
Coquimbo,La Serena,6,2020-02-11,,
Coquimbo,Ovalle,9,2020-02-11,,
Coquimbo,Coquimbo,5,2020-02-12,,
Coquimbo,Illapel,2,2020-02-12,,
Coquimbo,La Serena,19,2020-02-12,,
Coquimbo,Ovalle,7,2020-02-12,,
Coquimbo,Coquimbo,7,2020-02-13,,
Coquimbo,Illapel,3,2020-02-13,,
Coquimbo,La Serena,11,2020-02-13,,
Coquimbo,Ovalle,3,2020-02-13,,
Coquimbo,Coquimbo,7,2020-02-14,,
Coquimbo,Illapel,3,2020-02-14,,
Coquimbo,La Serena,16,2020-02-14,,
Coquimbo,Ovalle,9,2020-02-14,,
Coquimbo,Coquimbo,4,2020-02-17,,
Coquimbo,Illapel,3,2020-02-17,,
Coquimbo,La Serena,28,2020-02-17,,
Coquimbo,Los Vilos,1,2020-02-17,,
Coquimbo,Ovalle,8,2020-02-17,,
Coquimbo,Coquimbo,13,2020-02-18,,
Coquimbo,Illapel,3,2020-02-18,,
Coquimbo,La Serena,14,2020-02-18,,
Coquimbo,Ovalle,5,2020-02-18,,
Coquimbo,Salamanca,1,2020-02-18,,
Coquimbo,Coquimbo,13,2020-02-19,,
Coquimbo,Illapel,4,2020-02-19,,
Coquimbo,La Serena,17,2020-02-19,,
Coquimbo,Ovalle,6,2020-02-19,,
Coquimbo,Coquimbo,4,2020-02-20,,
Coquimbo,Illapel,2,2020-02-20,,
Coquimbo,La Serena,6,2020-02-20,,
Coquimbo,Ovalle,7,2020-02-20,,
Coquimbo,Coquimbo,1,2020-02-21,,
Coquimbo,Illapel,2,2020-02-21,,
Coquimbo,La Serena,14,2020-02-21,,
Coquimbo,Ovalle,5,2020-02-21,,
Coquimbo,Coquimbo,8,2020-02-24,,
Coquimbo,Illapel,5,2020-02-24,,
Coquimbo,La Serena,26,2020-02-24,,
Coquimbo,Ovalle,9,2020-02-24,,
Coquimbo,Salamanca,2,2020-02-24,,
Coquimbo,Coquimbo,15,2020-02-25,,
Coquimbo,La Serena,8,2020-02-25,,
Coquimbo,Ovalle,3,2020-02-25,,
Coquimbo,Coquimbo,7,2020-02-26,,
Coquimbo,Illapel,1,2020-02-26,,
Coquimbo,La Serena,20,2020-02-26,,
Coquimbo,Ovalle,3,2020-02-26,,
Coquimbo,Coquimbo,7,2020-02-27,,
Coquimbo,Illapel,2,2020-02-27,,
Coquimbo,La Serena,7,2020-02-27,,
Coquimbo,Ovalle,4,2020-02-27,,
Coquimbo,Coquimbo,9,2020-02-28,,
Coquimbo,Illapel,4,2020-02-28,,
Coquimbo,La Serena,15,2020-02-28,,
Coquimbo,Ovalle,9,2020-02-28,,
Coquimbo,Coquimbo,15,2020-03-02,,
Coquimbo,Illapel,2,2020-03-02,,
Coquimbo,La Serena,15,2020-03-02,,
Coquimbo,Ovalle,14,2020-03-02,,
Coquimbo,Coquimbo,8,2020-03-03,,
Coquimbo,Illapel,1,2020-03-03,,
Coquimbo,La Serena,11,2020-03-03,,
Coquimbo,Los Vilos,1,2020-03-03,,
Coquimbo,Ovalle,4,2020-03-03,,
Coquimbo,Salamanca,1,2020-03-03,,
Coquimbo,Coquimbo,7,2020-03-04,,
Coquimbo,Illapel,4,2020-03-04,,
Coquimbo,La Serena,16,2020-03-04,,
Coquimbo,Ovalle,5,2020-03-04,,
Coquimbo,Coquimbo,7,2020-03-05,,
Coquimbo,Illapel,2,2020-03-05,,
Coquimbo,La Serena,15,2020-03-05,,
Coquimbo,Ovalle,5,2020-03-05,,
Coquimbo,Coquimbo,9,2020-03-06,,
Coquimbo,Illapel,4,2020-03-06,,
Coquimbo,La Serena,14,2020-03-06,,
Coquimbo,Ovalle,3,2020-03-06,,
Coquimbo,Salamanca,1,2020-03-06,,
Coquimbo,Coquimbo,8,2020-03-09,,
Coquimbo,Illapel,5,2020-03-09,,
Coquimbo,La Serena,24,2020-03-09,,
Coquimbo,Ovalle,10,2020-03-09,,
Coquimbo,Coquimbo,4,2020-03-10,,
Coquimbo,Illapel,2,2020-03-10,,
Coquimbo,La Serena,7,2020-03-10,,
Coquimbo,Ovalle,5,2020-03-10,,
Coquimbo,Coquimbo,6,2020-03-11,,
Coquimbo,La Serena,6,2020-03-11,,
Coquimbo,Ovalle,3,2020-03-11,,
Coquimbo,Vicuña,1,2020-03-11,,
Coquimbo,Coquimbo,3,2020-03-12,,
Coquimbo,Illapel,5,2020-03-12,,
Coquimbo,La Serena,12,2020-03-12,,
Coquimbo,Ovalle,8,2020-03-12,,
Coquimbo,Coquimbo,9,2020-03-13,,
Coquimbo,Illapel,2,2020-03-13,,
Coquimbo,La Serena,12,2020-03-13,,
Coquimbo,Ovalle,5,2020-03-13,,
Coquimbo,Coquimbo,13,2020-03-16,,
Coquimbo,Illapel,3,2020-03-16,,
Coquimbo,La Serena,25,2020-03-16,,
Coquimbo,Ovalle,8,2020-03-16,,
Coquimbo,Coquimbo,8,2020-03-17,,
Coquimbo,Illapel,3,2020-03-17,,
Coquimbo,La Serena,6,2020-03-17,,
Coquimbo,Ovalle,5,2020-03-17,,
Coquimbo,Coquimbo,4,2020-03-18,,
Coquimbo,Illapel,6,2020-03-18,,
Coquimbo,La Serena,7,2020-03-18,,
Coquimbo,Ovalle,4,2020-03-18,,
Coquimbo,Coquimbo,8,2020-03-19,,
Coquimbo,La Serena,10,2020-03-19,,
Coquimbo,Ovalle,3,2020-03-19,,
Coquimbo,Coquimbo,12,2020-03-20,,
Coquimbo,Illapel,2,2020-03-20,,
Coquimbo,La Serena,10,2020-03-20,,
Coquimbo,Ovalle,7,2020-03-20,,
Coquimbo,Salamanca,1,2020-03-20,,
Coquimbo,Coquimbo,19,2020-03-23,,
Coquimbo,Illapel,2,2020-03-23,,
Coquimbo,La Serena,9,2020-03-23,,
Coquimbo,Ovalle,9,2020-03-23,,
Coquimbo,Vicuña,1,2020-03-23,,
Coquimbo,Coquimbo,5,2020-03-24,,
Coquimbo,Illapel,1,2020-03-24,,
Coquimbo,La Serena,10,2020-03-24,,
Coquimbo,Ovalle,5,2020-03-24,,
Coquimbo,Salamanca,1,2020-03-24,,
Coquimbo,Coquimbo,11,2020-03-25,,
Coquimbo,Illapel,1,2020-03-25,,
Coquimbo,La Serena,9,2020-03-25,,
Coquimbo,Ovalle,3,2020-03-25,,
Coquimbo,Coquimbo,6,2020-03-26,,
Coquimbo,Illapel,4,2020-03-26,,
Coquimbo,La Serena,9,2020-03-26,,
Coquimbo,Ovalle,3,2020-03-26,,
Coquimbo,Coquimbo,6,2020-03-27,,
Coquimbo,Illapel,1,2020-03-27,,
Coquimbo,La Serena,12,2020-03-27,,
Coquimbo,Ovalle,1,2020-03-27,,
Coquimbo,Coquimbo,8,2020-03-30,,
Coquimbo,Illapel,2,2020-03-30,,
Coquimbo,La Serena,11,2020-03-30,,
Coquimbo,Ovalle,4,2020-03-30,,
Coquimbo,Coquimbo,5,2020-03-31,,
Coquimbo,La Serena,16,2020-03-31,,
Coquimbo,Ovalle,2,2020-03-31,,
Coquimbo,Coquimbo,7,2020-04-01,,
Coquimbo,Illapel,3,2020-04-01,,
Coquimbo,La Serena,6,2020-04-01,,
Coquimbo,Ovalle,9,2020-04-01,,
Coquimbo,Vicuña,1,2020-04-01,,
Coquimbo,Coquimbo,10,2020-04-02,,
Coquimbo,La Serena,14,2020-04-02,,
Coquimbo,Ovalle,3,2020-04-02,,
Coquimbo,Coquimbo,10,2020-04-03,,
Coquimbo,Illapel,3,2020-04-03,,
Coquimbo,La Serena,12,2020-04-03,,
Coquimbo,Ovalle,6,2020-04-03,,
Coquimbo,Coquimbo,17,2020-04-06,,
Coquimbo,Illapel,2,2020-04-06,,
Coquimbo,La Serena,13,2020-04-06,,
Coquimbo,Ovalle,3,2020-04-06,,
Coquimbo,Salamanca,1,2020-04-06,,
Coquimbo,Coquimbo,7,2020-04-07,,
Coquimbo,Illapel,2,2020-04-07,,
Coquimbo,La Serena,15,2020-04-07,,
Coquimbo,Ovalle,6,2020-04-07,,
Coquimbo,Coquimbo,9,2020-04-08,,
Coquimbo,Illapel,1,2020-04-08,,
Coquimbo,La Serena,5,2020-04-08,,
Coquimbo,Ovalle,6,2020-04-08,,
Coquimbo,Coquimbo,12,2020-04-09,,
Coquimbo,Illapel,2,2020-04-09,,
Coquimbo,La Serena,11,2020-04-09,,
Coquimbo,Ovalle,3,2020-04-09,,
Coquimbo,Coquimbo,10,2020-04-13,,
Coquimbo,La Serena,29,2020-04-13,,
Coquimbo,Ovalle,6,2020-04-13,,
Coquimbo,Coquimbo,9,2020-04-14,,
Coquimbo,Illapel,2,2020-04-14,,
Coquimbo,La Serena,20,2020-04-14,,
Coquimbo,Ovalle,4,2020-04-14,,
Coquimbo,Coquimbo,8,2020-04-15,,
Coquimbo,Illapel,2,2020-04-15,,
Coquimbo,La Serena,7,2020-04-15,,
Coquimbo,Ovalle,11,2020-04-15,,
Coquimbo,Salamanca,1,2020-04-15,,
Coquimbo,Coquimbo,12,2020-04-16,,
Coquimbo,Illapel,2,2020-04-16,,
Coquimbo,La Serena,16,2020-04-16,,
Coquimbo,Ovalle,8,2020-04-16,,
Coquimbo,Coquimbo,10,2020-04-17,,
Coquimbo,Illapel,5,2020-04-17,,
Coquimbo,La Serena,18,2020-04-17,,
Coquimbo,Los Vilos,1,2020-04-17,,
Coquimbo,Ovalle,7,2020-04-17,,
Coquimbo,Coquimbo,16,2020-04-20,,
Coquimbo,Illapel,3,2020-04-20,,
Coquimbo,La Serena,18,2020-04-20,,
Coquimbo,Ovalle,6,2020-04-20,,
Coquimbo,Coquimbo,9,2020-04-21,,
Coquimbo,La Serena,21,2020-04-21,,
Coquimbo,Ovalle,4,2020-04-21,,
Coquimbo,Coquimbo,8,2020-04-22,,
Coquimbo,La Serena,17,2020-04-22,,
Coquimbo,Ovalle,3,2020-04-22,,
Coquimbo,Coquimbo,4,2020-04-23,,
Coquimbo,Illapel,2,2020-04-23,,
Coquimbo,La Serena,18,2020-04-23,,
Coquimbo,Ovalle,5,2020-04-23,,
Coquimbo,Coquimbo,11,2020-04-24,,
Coquimbo,Illapel,3,2020-04-24,,
Coquimbo,La Serena,17,2020-04-24,,
Coquimbo,Ovalle,2,2020-04-24,,
Coquimbo,Coquimbo,16,2020-04-27,,
Coquimbo,Illapel,4,2020-04-27,,
Coquimbo,La Serena,11,2020-04-27,,
Coquimbo,Ovalle,8,2020-04-27,,
Coquimbo,Salamanca,1,2020-04-27,,
Coquimbo,Vicuña,1,2020-04-27,,
Coquimbo,Coquimbo,4,2020-04-28,,
Coquimbo,Illapel,6,2020-04-28,,
Coquimbo,La Serena,16,2020-04-28,,
Coquimbo,Ovalle,8,2020-04-28,,
Coquimbo,Salamanca,1,2020-04-28,,
Coquimbo,Coquimbo,8,2020-04-29,,
Coquimbo,Illapel,1,2020-04-29,,
Coquimbo,La Serena,12,2020-04-29,,
Coquimbo,Los Vilos,1,2020-04-29,,
Coquimbo,Ovalle,3,2020-04-29,,
Coquimbo,Coquimbo,9,2020-04-30,,
Coquimbo,Illapel,5,2020-04-30,,
Coquimbo,La Serena,11,2020-04-30,,
Coquimbo,Ovalle,6,2020-04-30,,
Coquimbo,Salamanca,1,2020-04-30,,
Coquimbo,Coquimbo,16,2020-05-04,,
Coquimbo,Illapel,3,2020-05-04,,
Coquimbo,La Serena,27,2020-05-04,,
Coquimbo,Ovalle,11,2020-05-04,,
Coquimbo,Salamanca,1,2020-05-04,,
Coquimbo,Coquimbo,18,2020-05-05,,
Coquimbo,Illapel,7,2020-05-05,,
Coquimbo,La Serena,12,2020-05-05,,
Coquimbo,Ovalle,5,2020-05-05,,
Coquimbo,Coquimbo,3,2020-05-06,,
Coquimbo,Illapel,2,2020-05-06,,
Coquimbo,La Serena,17,2020-05-06,,
Coquimbo,Los Vilos,1,2020-05-06,,
Coquimbo,Ovalle,2,2020-05-06,,
Coquimbo,Coquimbo,9,2020-05-07,,
Coquimbo,Illapel,4,2020-05-07,,
Coquimbo,La Serena,17,2020-05-07,,
Coquimbo,Ovalle,5,2020-05-07,,
Coquimbo,Coquimbo,6,2020-05-08,,
Coquimbo,Illapel,1,2020-05-08,,
Coquimbo,La Serena,16,2020-05-08,,
Coquimbo,Ovalle,7,2020-05-08,,
Coquimbo,Coquimbo,3,2020-05-11,,
Coquimbo,La Serena,24,2020-05-11,,
Coquimbo,Los Vilos,2,2020-05-11,,
Coquimbo,Ovalle,8,2020-05-11,,
Coquimbo,Coquimbo,7,2020-05-12,,
Coquimbo,Illapel,4,2020-05-12,,
Coquimbo,La Serena,18,2020-05-12,,
Coquimbo,Ovalle,4,2020-05-12,,
Valparaíso,Calera,1,2020-01-02,,
Valparaíso,Isla De Pascua,1,2020-01-02,,
Valparaíso,Limache,1,2020-01-02,,
Valparaíso,Los Andes,6,2020-01-02,,
Valparaíso,Olmué,1,2020-01-02,,
Valparaíso,Quillota,7,2020-01-02,,
Valparaíso,Quilpué,17,2020-01-02,,
Valparaíso,San Antonio,4,2020-01-02,,
Valparaíso,San Felipe,8,2020-01-02,,
Valparaíso,Valparaíso,10,2020-01-02,,
Valparaíso,Viña Del Mar,39,2020-01-02,,
Valparaíso,Calera,5,2020-01-03,,
Valparaíso,Isla De Pascua,1,2020-01-03,,
Valparaíso,Limache,1,2020-01-03,,
Valparaíso,Los Andes,3,2020-01-03,,
Valparaíso,Quillota,9,2020-01-03,,
Valparaíso,Quilpué,7,2020-01-03,,
Valparaíso,San Antonio,5,2020-01-03,,
Valparaíso,San Felipe,8,2020-01-03,,
Valparaíso,Valparaíso,10,2020-01-03,,
Valparaíso,Viña Del Mar,40,2020-01-03,,
Valparaíso,Calera,3,2020-01-06,,
Valparaíso,Los Andes,8,2020-01-06,,
Valparaíso,Quillota,8,2020-01-06,,
Valparaíso,Quilpué,13,2020-01-06,,
Valparaíso,San Antonio,16,2020-01-06,,
Valparaíso,San Felipe,11,2020-01-06,,
Valparaíso,Valparaíso,18,2020-01-06,,
Valparaíso,Viña Del Mar,34,2020-01-06,,
Valparaíso,Calera,3,2020-01-07,,
Valparaíso,Los Andes,3,2020-01-07,,
Valparaíso,Quillota,4,2020-01-07,,
Valparaíso,Quilpué,6,2020-01-07,,
Valparaíso,San Antonio,10,2020-01-07,,
Valparaíso,San Felipe,4,2020-01-07,,
Valparaíso,Valparaíso,10,2020-01-07,,
Valparaíso,Viña Del Mar,31,2020-01-07,,
Valparaíso,Calera,1,2020-01-08,,
Valparaíso,Los Andes,4,2020-01-08,,
Valparaíso,Quillota,6,2020-01-08,,
Valparaíso,Quilpué,12,2020-01-08,,
Valparaíso,San Antonio,4,2020-01-08,,
Valparaíso,San Felipe,4,2020-01-08,,
Valparaíso,Valparaíso,9,2020-01-08,,
Valparaíso,Viña Del Mar,25,2020-01-08,,
Valparaíso,Calera,4,2020-01-09,,
Valparaíso,Los Andes,1,2020-01-09,,
Valparaíso,Quillota,6,2020-01-09,,
Valparaíso,Quilpué,8,2020-01-09,,
Valparaíso,San Antonio,4,2020-01-09,,
Valparaíso,San Felipe,2,2020-01-09,,
Valparaíso,Valparaíso,5,2020-01-09,,
Valparaíso,Viña Del Mar,29,2020-01-09,,
Valparaíso,Zapallar,1,2020-01-09,,
Valparaíso,Calera,3,2020-01-10,,
Valparaíso,Los Andes,2,2020-01-10,,
Valparaíso,Quillota,4,2020-01-10,,
Valparaíso,Quilpué,10,2020-01-10,,
Valparaíso,San Antonio,3,2020-01-10,,
Valparaíso,San Felipe,3,2020-01-10,,
Valparaíso,Valparaíso,8,2020-01-10,,
Valparaíso,Viña Del Mar,37,2020-01-10,,
Valparaíso,Calera,2,2020-01-13,,
Valparaíso,Isla De Pascua,1,2020-01-13,,
Valparaíso,Limache,1,2020-01-13,,
Valparaíso,Los Andes,7,2020-01-13,,
Valparaíso,Petorca,1,2020-01-13,,
Valparaíso,Quillota,2,2020-01-13,,
Valparaíso,Quilpué,12,2020-01-13,,
Valparaíso,Quintero,1,2020-01-13,,
Valparaíso,San Antonio,7,2020-01-13,,
Valparaíso,San Felipe,5,2020-01-13,,
Valparaíso,Valparaíso,21,2020-01-13,,
Valparaíso,Viña Del Mar,38,2020-01-13,,
Valparaíso,Zapallar,1,2020-01-13,,
Valparaíso,Calera,2,2020-01-14,,
Valparaíso,Los Andes,5,2020-01-14,,
Valparaíso,Quillota,4,2020-01-14,,
Valparaíso,Quilpué,7,2020-01-14,,
Valparaíso,San Antonio,8,2020-01-14,,
Valparaíso,San Felipe,7,2020-01-14,,
Valparaíso,Valparaíso,8,2020-01-14,,
Valparaíso,Viña Del Mar,27,2020-01-14,,
Valparaíso,Calera,2,2020-01-15,,
Valparaíso,Isla De Pascua,1,2020-01-15,,
Valparaíso,Los Andes,3,2020-01-15,,
Valparaíso,Quillota,3,2020-01-15,,
Valparaíso,Quilpué,10,2020-01-15,,
Valparaíso,San Antonio,5,2020-01-15,,
Valparaíso,San Felipe,6,2020-01-15,,
Valparaíso,Valparaíso,4,2020-01-15,,
Valparaíso,Viña Del Mar,33,2020-01-15,,
Valparaíso,Calera,1,2020-01-16,,
Valparaíso,Casablanca,1,2020-01-16,,
Valparaíso,Los Andes,3,2020-01-16,,
Valparaíso,Quillota,6,2020-01-16,,
Valparaíso,Quilpué,3,2020-01-16,,
Valparaíso,San Antonio,10,2020-01-16,,
Valparaíso,San Felipe,10,2020-01-16,,
Valparaíso,Valparaíso,9,2020-01-16,,
Valparaíso,Viña Del Mar,21,2020-01-16,,
Valparaíso,Calera,2,2020-01-17,,
Valparaíso,Los Andes,6,2020-01-17,,
Valparaíso,Quillota,3,2020-01-17,,
Valparaíso,Quilpué,8,2020-01-17,,
Valparaíso,San Antonio,4,2020-01-17,,
Valparaíso,San Felipe,5,2020-01-17,,
Valparaíso,Valparaíso,6,2020-01-17,,
Valparaíso,Viña Del Mar,22,2020-01-17,,
Valparaíso,Calera,4,2020-01-20,,
Valparaíso,Los Andes,11,2020-01-20,,
Valparaíso,Quillota,9,2020-01-20,,
Valparaíso,Quilpué,8,2020-01-20,,
Valparaíso,Quintero,1,2020-01-20,,
Valparaíso,San Antonio,7,2020-01-20,,
Valparaíso,San Felipe,7,2020-01-20,,
Valparaíso,Valparaíso,19,2020-01-20,,
Valparaíso,Viña Del Mar,41,2020-01-20,,
Valparaíso,Calera,1,2020-01-21,,
Valparaíso,Limache,1,2020-01-21,,
Valparaíso,Los Andes,7,2020-01-21,,
Valparaíso,Quillota,4,2020-01-21,,
Valparaíso,Quilpué,13,2020-01-21,,
Valparaíso,San Antonio,2,2020-01-21,,
Valparaíso,San Felipe,5,2020-01-21,,
Valparaíso,Valparaíso,5,2020-01-21,,
Valparaíso,Viña Del Mar,24,2020-01-21,,
Valparaíso,Calera,1,2020-01-22,,
Valparaíso,Isla De Pascua,1,2020-01-22,,
Valparaíso,Los Andes,4,2020-01-22,,
Valparaíso,Quillota,5,2020-01-22,,
Valparaíso,Quilpué,9,2020-01-22,,
Valparaíso,San Antonio,7,2020-01-22,,
Valparaíso,San Felipe,7,2020-01-22,,
Valparaíso,Valparaíso,7,2020-01-22,,
Valparaíso,Viña Del Mar,32,2020-01-22,,
Valparaíso,Calera,1,2020-01-23,,
Valparaíso,Los Andes,2,2020-01-23,,
Valparaíso,Quillota,6,2020-01-23,,
Valparaíso,Quilpué,9,2020-01-23,,
Valparaíso,San Antonio,10,2020-01-23,,
Valparaíso,San Felipe,4,2020-01-23,,
Valparaíso,Valparaíso,6,2020-01-23,,
Valparaíso,Viña Del Mar,23,2020-01-23,,
Valparaíso,Calera,12,2020-01-24,,
Valparaíso,Los Andes,2,2020-01-24,,
Valparaíso,Quillota,6,2020-01-24,,
Valparaíso,Quilpué,8,2020-01-24,,
Valparaíso,San Antonio,3,2020-01-24,,
Valparaíso,San Felipe,9,2020-01-24,,
Valparaíso,Valparaíso,5,2020-01-24,,
Valparaíso,Viña Del Mar,26,2020-01-24,,
Valparaíso,Calera,2,2020-01-27,,
Valparaíso,Isla De Pascua,1,2020-01-27,,
Valparaíso,La Ligua,1,2020-01-27,,
Valparaíso,Los Andes,3,2020-01-27,,
Valparaíso,Quillota,11,2020-01-27,,
Valparaíso,Quilpué,14,2020-01-27,,
Valparaíso,San Antonio,10,2020-01-27,,
Valparaíso,San Felipe,16,2020-01-27,,
Valparaíso,Valparaíso,12,2020-01-27,,
Valparaíso,Viña Del Mar,31,2020-01-27,,
Valparaíso,Calera,2,2020-01-28,,
Valparaíso,Los Andes,1,2020-01-28,,
Valparaíso,Quillota,9,2020-01-28,,
Valparaíso,Quilpué,6,2020-01-28,,
Valparaíso,San Antonio,3,2020-01-28,,
Valparaíso,San Felipe,8,2020-01-28,,
Valparaíso,Valparaíso,5,2020-01-28,,
Valparaíso,Viña Del Mar,27,2020-01-28,,
Valparaíso,Calera,3,2020-01-29,,
Valparaíso,Isla De Pascua,1,2020-01-29,,
Valparaíso,Los Andes,4,2020-01-29,,
Valparaíso,Quillota,4,2020-01-29,,
