Region,Nuevos Casos,Casos Confirmados,Fallecidos,Fecha,Casostotalesacumulados,Casosnuevostotales,Casosnuevosconsintomas,Casosnuevossinsintomas*,%Total,Casosnuevossinsintomas,Tasa*100000,Incrementodiario,Region ID,Poblacion,Tasa
O’Higgins,2.0,11.0,0,2020/03/25,,,,,,,,,6,991063,1.1099193492240151
Maule,1.0,30.0,0,2020/03/25,,,,,,,,,7,1131939,2.6503194960152445
Ñuble,6.0,111.0,0,2020/03/25,,,,,,,,,16,511551,21.698716257030092
Biobío,22.0,95.0,1,2020/03/25,,,,,,,,,8,1663696,5.710177820948058
Araucanía,15.0,74.0,0,2020/03/25,,,,,,,,,9,1014343,7.2953626140270105
Los Ríos,5.0,11.0,0,2020/03/25,,,,,,,,,14,405835,2.710461148003499
Los Lagos,8.0,44.0,0,2020/03/25,,,,,,,,,10,891440,4.935834155972359
Aysén,0.0,1.0,0,2020/03/25,,,,,,,,,11,107297,0.9319925067802455
Magallanes,5.0,13.0,0,2020/03/25,,,,,,,,,12,178362,7.288548009105078
Arica y Parinacota,,,7,2020/05/18,398.0,20.0,18.0,2.0,0.86%,,,,15,252110,
Tarapacá,,,4,2020/05/18,1056.0,81.0,73.0,8.0,2.29%,,,,1,382773,
Antofagasta,,,14,2020/05/18,1589.0,84.0,70.0,14.0,3.45%,,,,2,691854,
Atacama,,,0,2020/05/18,157.0,8.0,5.0,3.0,0.34%,,,,3,314709,
Coquimbo,,,2,2020/05/18,212.0,18.0,13.0,5.0,0.46%,,,,4,836096,
Valparaíso,,,30,2020/05/18,1553.0,79.0,70.0,9.0,3.37%,,,,5,1960170,
Metropolitana,,,294,2020/05/18,34451.0,1767.0,1596.0,171.0,74.80%,,,,13,8125072,
O’Higgins,,,6,2020/05/18,418.0,52.0,33.0,19.0,0.91%,,,,6,991063,
Maule,,,14,2020/05/18,602.0,29.0,23.0,6.0,1.31%,,,,7,1131939,
Ñuble,,,21,2020/05/18,985.0,43.0,37.0,6.0,2.14%,,,,16,511551,
Biobío,,,9,2020/05/18,1144.0,45.0,40.0,5.0,2.48%,,,,8,1663696,
Araucanía,,,44,2020/05/18,1639.0,33.0,28.0,5.0,3.56%,,,,9,1014343,
Los Ríos,,,6,2020/05/18,224.0,4.0,3.0,1.0,0.49%,,,,14,405835,
Los Lagos,,,11,2020/05/18,652.0,5.0,1.0,4.0,1.42%,,,,10,891440,
Aysén,,,0,2020/05/18,8.0,0.0,0.0,0.0,0.02%,,,,11,107297,
Magallanes,,,16,2020/05/18,971.0,10.0,8.0,2.0,2.11%,,,,12,178362,
Arica y Parinacota,0.0,115.0,1,2020/04/13,,,,,,,,,15,252110,45.615009321327996
Tarapacá,6.0,52.0,0,2020/04/13,,,,,,,,,1,382773,13.585075227354071
Antofagasta,11.0,149.0,1,2020/04/13,,,,,,,,,2,691854,21.53633570088487
Atacama,0.0,13.0,0,2020/04/13,,,,,,,,,3,314709,4.130800199549425
Coquimbo,0.0,66.0,0,2020/04/13,,,,,,,,,4,836096,7.8938303735456214
Valparaíso,19.0,273.0,2,2020/04/13,,,,,,,,,5,1960170,13.927363442966682
Metropolitana,204.0,3803.0,36,2020/04/13,,,,,,,,,13,8125072,46.805739075296806
O’Higgins,2.0,48.0,0,2020/04/13,,,,,,,,,6,991063,4.84328443297752
Maule,3.0,141.0,3,2020/04/13,,,,,,,,,7,1131939,12.45650163127165
Ñuble,5.0,618.0,7,2020/04/13,,,,,,,,,16,511551,120.80906889049186
Biobío,12.0,512.0,2,2020/04/13,,,,,,,,,8,1663696,30.77485309816216
Araucanía,20.0,795.0,17,2020/04/13,,,,,,,,,9,1014343,78.37585511015504
Los Ríos,3.0,138.0,3,2020/04/13,,,,,,,,,14,405835,34.00396712949844
Los Lagos,8.0,380.0,5,2020/04/13,,,,,,,,,10,891440,42.627658619761284
Aysén,0.0,7.0,0,2020/04/13,,,,,,,,,11,107297,6.523947547461719
Magallanes,19.0,415.0,5,2020/04/13,,,,,,,,,12,178362,232.67287875220057
Arica y Parinacota,,,4,2020/05/01,297.0,18.0,13.0,5.0,1.75%,,,,15,252110,
Tarapacá,,,1,2020/05/01,200.0,2.0,0.0,2.0,1.18%,,,,1,382773,
Antofagasta,,,7,2020/05/01,589.0,43.0,37.0,6.0,3.46%,,,,2,691854,
Atacama,,,0,2020/05/01,43.0,0.0,0.0,0.0,0.25%,,,,3,314709,
Coquimbo,,,0,2020/05/01,77.0,1.0,0.0,1.0,0.45%,,,,4,836096,
Valparaíso,,,12,2020/05/01,568.0,9.0,4.0,5.0,3.34%,,,,5,1960170,
Metropolitana,,,114,2020/05/01,10516.0,891.0,812.0,79.0,61.83%,,,,13,8125072,
O’Higgins,,,1,2020/05/01,109.0,1.0,1.0,0.0,0.64%,,,,6,991063,
Maule,,,13,2020/05/01,394.0,1.0,1.0,0.0,2.32%,,,,7,1131939,
Ñuble,,,14,2020/05/01,768.0,0.0,0.0,0.0,4.52%,,,,16,511551,
Biobío,,,7,2020/05/01,729.0,2.0,0.0,2.0,4.29%,,,,8,1663696,
Araucanía,,,36,2020/05/01,1295.0,2.0,0.0,2.0,7.61%,,,,9,1014343,
Los Ríos,,,4,2020/05/01,189.0,0.0,0.0,0.0,1.11%,,,,14,405835,
Los Lagos,,,10,2020/05/01,501.0,14.0,13.0,1.0,2.95%,,,,10,891440,
Aysén,,,0,2020/05/01,7.0,0.0,0.0,0.0,0.04%,,,,11,107297,
Magallanes,,,11,2020/05/01,726.0,1.0,1.0,0.0,4.27%,,,,12,178362,
Arica y Parinacota,0.0,6.0,0,2020/04/01,,,,,,,,,15,252110,2.379913529808417
Tarapacá,0.0,10.0,0,2020/04/01,,,,,,,,,1,382773,2.61251446679886
Antofagasta,4.0,39.0,0,2020/04/01,,,,,,,,,2,691854,5.637027465332281
Atacama,1.0,3.0,0,2020/04/01,,,,,,,,,3,314709,0.9532615845114057
Coquimbo,2.0,30.0,0,2020/04/01,,,,,,,,,4,836096,3.58810471524801
Valparaíso,21.0,136.0,1,2020/04/01,,,,,,,,,5,1960170,6.938173729829556
Metropolitana,101.0,1521.0,5,2020/04/01,,,,,,,,,13,8125072,18.71983411347001
O’Higgins,3.0,26.0,0,2020/04/01,,,,,,,,,6,991063,2.6234457345294904
Maule,9.0,71.0,1,2020/04/01,,,,,,,,,7,1131939,6.2724228072360795
Ñuble,14.0,259.0,0,2020/04/01,,,,,,,,,16,511551,50.63033793307021
Biobío,24.0,240.0,2,2020/04/01,,,,,,,,,8,1663696,14.425712389763513
Araucanía,41.0,343.0,6,2020/04/01,,,,,,,,,9,1014343,33.8149915758279
Los Ríos,6.0,64.0,1,2020/04/01,,,,,,,,,14,405835,15.769955770202177
Los Lagos,30.0,181.0,0,2020/04/01,,,,,,,,,10,891440,20.304226868886296
Aysén,1.0,3.0,0,2020/04/01,,,,,,,,,11,107297,2.7959775203407364
Magallanes,36.0,99.0,0,2020/04/01,,,,,,,,,12,178362,55.50509637703098
Arica y Parinacota,0.0,0.0,0,2020/03/18,,,,,,,,,15,252110,0.0
Tarapacá,0.0,0.0,0,2020/03/18,,,,,,,,,1,382773,0.0
Antofagasta,0.0,2.0,0,2020/03/18,,,,,,,,,2,691854,0.2890783315555016
Atacama,0.0,1.0,0,2020/03/18,,,,,,,,,3,314709,0.3177538615038019
Coquimbo,0.0,0.0,0,2020/03/18,,,,,,,,,4,836096,0.0
Valparaíso,0.0,1.0,0,2020/03/18,,,,,,,,,5,1960170,0.05101598330757026
Metropolitana,22.0,174.0,0,2020/03/18,,,,,,,,,13,8125072,2.1415194843811847
O’Higgins,0.0,0.0,0,2020/03/18,,,,,,,,,6,991063,0.0
Maule,2.0,11.0,0,2020/03/18,,,,,,,,,7,1131939,0.9717838152055897
Ñuble,0.0,26.0,0,2020/03/18,,,,,,,,,16,511551,5.082582186331373
Biobío,3.0,7.0,0,2020/03/18,,,,,,,,,8,1663696,0.42074994470143584
Araucanía,3.0,4.0,0,2020/03/18,,,,,,,,,9,1014343,0.39434392508254107
Los Ríos,0.0,1.0,0,2020/03/18,,,,,,,,,14,405835,0.24640555890940902
Los Lagos,7.0,8.0,0,2020/03/18,,,,,,,,,10,891440,0.8974243919949744
Aysén,0.0,1.0,0,2020/03/18,,,,,,,,,11,107297,0.9319925067802455
Magallanes,0.0,2.0,0,2020/03/18,,,,,,,,,12,178362,1.1213150783238583
Arica y Parinacota,6.0,245.0,3,2020/04/25,,,,,,,,,15,252110,97.17980246717703
Tarapacá,9.0,143.0,1,2020/04/25,,,,,,,,,1,382773,37.3589568752237
Antofagasta,25.0,391.0,3,2020/04/25,,,,,,,,,2,691854,56.51481381910057
Atacama,3.0,24.0,0,2020/04/25,,,,,,,,,3,314709,7.626092676091246
Coquimbo,1.0,73.0,0,2020/04/25,,,,,,,,,4,836096,8.73105480710349
Valparaíso,18.0,454.0,9,2020/04/25,,,,,,,,,5,1960170,23.1612564216369
Metropolitana,404.0,7165.0,89,2020/04/25,,,,,,,,,13,8125072,88.18383394017924
O’Higgins,4.0,85.0,1,2020/04/25,,,,,,,,,6,991063,8.576649516731026
Maule,1.0,350.0,10,2020/04/25,,,,,,,,,7,1131939,30.920394120177853
Ñuble,10.0,725.0,14,2020/04/25,,,,,,,,,16,511551,141.72584942654788
Biobío,13.0,696.0,5,2020/04/25,,,,,,,,,8,1663696,41.83456593031419
Araucanía,19.0,1203.0,27,2020/04/25,,,,,,,,,9,1014343,118.59893546857423
Los Ríos,3.0,177.0,3,2020/04/25,,,,,,,,,14,405835,43.61378392696539
Los Lagos,5.0,465.0,8,2020/04/25,,,,,,,,,10,891440,52.16279278470789
Aysén,0.0,7.0,0,2020/04/25,,,,,,,,,11,107297,6.523947547461719
Magallanes,31.0,655.0,8,2020/04/25,,,,,,,,,12,178362,367.23068815106353
Arica y Parinacota,0.0,0.0,0,2020/03/13,,,,,,,,,15,252110,0.0
Tarapacá,0.0,0.0,0,2020/03/13,,,,,,,,,1,382773,0.0
Antofagasta,0.0,0.0,0,2020/03/13,,,,,,,,,2,691854,0.0
Atacama,0.0,0.0,0,2020/03/13,,,,,,,,,3,314709,0.0
Coquimbo,0.0,0.0,0,2020/03/13,,,,,,,,,4,836096,0.0
Valparaíso,0.0,0.0,0,2020/03/13,,,,,,,,,5,1960170,0.0
Metropolitana,6.0,29.0,0,2020/03/13,,,,,,,,,13,8125072,0.35691991406353074
O’Higgins,0.0,0.0,0,2020/03/13,,,,,,,,,6,991063,0.0
Maule,1.0,8.0,0,2020/03/13,,,,,,,,,7,1131939,0.7067518656040652
Ñuble,1.0,2.0,0,2020/03/13,,,,,,,,,16,511551,0.39096786048702864
Biobío,2.0,3.0,0,2020/03/13,,,,,,,,,8,1663696,0.18032140487204393
Araucanía,0.0,0.0,0,2020/03/13,,,,,,,,,9,1014343,0.0
Los Ríos,0.0,0.0,0,2020/03/13,,,,,,,,,14,405835,0.0
Los Lagos,0.0,1.0,0,2020/03/13,,,,,,,,,10,891440,0.1121780489993718
Aysén,0.0,0.0,0,2020/03/13,,,,,,,,,11,107297,0.0
Magallanes,0.0,0.0,0,2020/03/13,,,,,,,,,12,178362,0.0
