Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2020-02-25,8,1,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,11,0,2,0,0,1,0,0,0,1,5,0,0,1,1,2,0,0,1,0,0,0,6,0,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,3,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,3,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,0,0,0,3,3,0,0,1,1,2,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,5,2,1,0,3,0,2,1,17,0,1,10,0,1,3,0,5,0,2,0,0,8,0,3,0,2,1,1,8,0,3,3,11,1,2,7,3,9,2,1,12,0,3,11,1,0,0,3,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,2,0,1,0,0,0,0,0,3,2,0,0,3,0,2,0,11,1,6,1,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-02-26,6,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,16,0,1,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,4,1,1,0,0,0,0,0,2,0,0,4,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,1,0,2,1,0,0,1,0,3,0,0,0,3,0,0,2,2,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,1,1,0,0,0,3,0,2,0,19,0,2,13,2,2,1,0,7,1,0,2,0,10,0,1,0,1,2,1,2,0,7,0,8,1,1,1,0,1,1,0,7,0,4,5,2,0,1,8,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,2,0,0,5,0,1,0,9,2,12,1,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2020-02-27,7,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,1,0,0,0,0,0,1,0,6,2,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,1,0,7,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,2,0,0,1,0,0,0,2,5,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,0,8,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,6,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,14,0,1,5,2,0,1,0,12,0,1,1,3,4,0,4,0,2,0,2,5,1,4,4,5,0,0,2,1,7,1,0,2,0,3,12,5,0,3,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,1,2,5,2,0,2,0,1,1,8,0,7,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2020-02-28,5,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8,0,2,1,1,0,0,0,2,0,2,1,0,0,0,1,0,0,2,0,0,0,3,0,0,0,1,0,0,0,5,1,0,3,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,0,1,0,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,6,0,0,0,1,1,1,0,1,0,4,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,3,0,0,0,0,1,0,1,0,2,0,20,0,1,5,0,1,3,2,8,0,0,1,0,3,0,2,0,0,0,0,3,0,9,2,9,2,2,1,1,2,1,0,5,0,3,8,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,7,2,0,0,6,0,5,0,5,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,1,0,0,0,1,0,6,4,0,0,3,0,0,0,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,15,4,1,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,1,3,19,0,5,5,2,5,1,2,1,0,14,0,2,1,0,0,0,0,5,0,1,1,11,0,1,0,0,0,0,0,7,1,0,10,1,1,10,0,0,0,1,0,2,2,0,0,1,3,0,0,1,0,2,3,2,0,1,0,1,5,2,0,1,2,0,0,1,16,0,1,1,2,1,1,2,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,2,0,0,0,0,17,0,1,3,0,2,0,1,3,0,1,0,0,0,1,1,0,0,1,0,0,6,0,8,1,1,0,1,0,0,2,0,1,0,0,2,0,0,1,0,1,0,1,1,2,1,3,8,0,1,0,7,0,2,0,3,0,8,1,0,0,6,2,1,0,4,1,0,0,1,0,0,1,0,1,2,0,15,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,23,1,0,7,1,0,3,0,4,1,1,0,3,6,0,6,1,1,3,0,6,0,5,1,4,1,1,4,0,4,0,0,4,0,6,11,3,0,2,5,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,1,8,1,0,6,1,6,0,19,3,15,0,3,13,1,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1
2020-03-03,4,3,0,0,0,0,0,4,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,22,0,1,5,0,1,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,1,0,0,0,4,1,0,3,0,1,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,2,0,0,0,0,0,2,0,11,0,0,0,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,1,0,1,0,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,8,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,2,3,0,2,1,1,0,0,2,25,0,1,13,1,4,4,0,7,1,1,0,0,8,0,4,0,1,5,0,0,0,2,1,9,2,0,11,1,5,0,1,16,0,5,11,1,1,4,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,2,0,0,0,0,0,1,4,4,1,0,4,1,6,0,10,1,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2020-03-04,6,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,5,2,0,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,1,3,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,3,0,0,3,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,2,0,0,0,2,0,1,0,22,0,1,3,0,0,1,0,11,0,0,0,3,9,0,3,0,1,1,1,5,1,6,1,10,0,4,4,2,6,1,0,9,0,6,9,3,0,6,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,11,1,6,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
2020-03-05,4,3,0,0,0,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,0,0,1,0,0,1,0,0,0,4,1,0,1,0,1,0,0,1,0,0,1,6,1,0,0,0,0,1,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,6,0,0,0,2,0,0,0,1,0,4,0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,1,2,0,0,1,6,0,0,1,17,0,2,12,1,0,3,1,7,0,0,2,0,7,1,2,0,0,1,0,3,0,6,3,8,0,2,2,0,3,1,0,5,0,2,13,2,0,2,2,0,0,0,0,7,0,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,3,0,4,1,12,0,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2020-03-06,5,3,0,0,0,0,2,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6,0,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,6,1,0,5,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0,9,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11,1,2,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,6,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,2,0,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,2,0,1,2,3,1,0,1,0,3,0,16,0,0,4,3,2,3,0,3,1,2,0,1,10,0,3,0,0,1,0,2,0,8,3,9,2,0,3,0,1,1,3,6,0,2,10,3,0,3,2,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,3,0,0,3,0,1,0,9,2,6,0,1,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-03-07,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,2,0,7,0,1,3,0,0,2,0,3,0,0,1,1,3,0,0,0,0,1,0,3,0,8,4,4,0,0,4,1,5,0,1,1,0,2,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,14,0,2,2,1,0,2,0,1,0,0,1,0,9,1,0,1,0,0,0,3,0,2,1,6,0,0,0,1,1,1,0,4,0,0,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,13,3,0,0,0,0,0,5,0,0,1,0,0,10,0,1,0,0,6,1,0,1,0,4,0,0,0,0,0,3,0,2,1,18,0,2,2,0,1,0,0,2,2,13,2,0,2,0,3,0,0,0,0,0,0,9,0,4,0,0,0,0,0,17,1,0,3,2,1,6,0,0,0,0,1,6,3,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,18,0,0,3,2,1,1,1,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0,1,18,4,0,6,0,5,3,2,0,0,0,0,0,0,0,2,0,0,0,1,0,7,0,9,0,0,0,1,1,0,1,0,0,0,1,2,0,0,3,0,3,1,2,0,1,2,1,10,0,2,0,2,0,2,2,2,1,10,0,0,0,8,0,0,1,3,1,0,0,0,1,1,0,1,0,0,0,11,4,0,0,0,0,1,0,0,2,0,3,0,3,1,3,2,21,0,1,10,2,1,0,0,5,3,1,1,0,7,0,4,0,1,0,0,2,0,11,3,6,0,2,6,0,7,0,1,10,0,5,11,2,0,5,2,2,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,1,11,0,0,0,0,0,0,1,6,5,2,1,5,0,5,0,21,4,19,0,0,18,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1
2020-03-10,8,2,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,11,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,1,0,0,0,5,0,0,3,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,1,1,0,0,0,8,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,1,0,4,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1,2,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,6,0,0,0,1,0,3,0,0,1,3,0,0,1,1,0,0,0,1,0,0,1,0,0,3,1,8,2,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,28,0,2,6,1,0,2,0,4,1,1,2,0,4,0,4,1,0,0,1,1,0,8,2,4,1,2,3,2,5,0,0,6,0,4,2,0,0,5,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,6,4,1,1,3,0,5,0,8,0,7,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2020-03-11,7,4,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,2,18,0,0,3,0,0,0,1,1,0,5,1,1,0,0,1,0,0,0,0,0,0,4,0,2,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,7,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,3,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,5,0,0,0,5,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,4,0,1,0,2,0,2,0,0,2,2,12,0,1,4,0,6,1,0,0,0,0,1,1,7,0,2,0,0,0,0,1,0,6,1,7,1,3,1,1,6,1,2,8,0,2,6,0,0,2,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,8,2,0,0,3,0,3,0,9,2,7,0,0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
