,Fecha,Origen,Destino,Viajes
582,2020-03-01,Maipu,El Bosque,87
583,2020-03-01,Maipu,Estacion Central,5405
584,2020-03-01,Maipu,Huechuraba,55
585,2020-03-01,Maipu,Independencia,264
586,2020-03-01,Maipu,La Cisterna,328
587,2020-03-01,Maipu,La Florida,608
588,2020-03-01,Maipu,La Granja,69
589,2020-03-01,Maipu,La Pintana,54
590,2020-03-01,Maipu,La Reina,248
591,2020-03-01,Maipu,Las Condes,1320
592,2020-03-01,Maipu,Lo Barnechea,79
593,2020-03-01,Maipu,Lo Espejo,426
594,2020-03-01,Maipu,Lo Prado,1275
595,2020-03-01,Maipu,Macul,182
596,2020-03-01,Maipu,Maipu,20238
597,2020-03-01,Maipu,Nunoa,855
598,2020-03-01,Maipu,Pedro Aguirre Cerda,246
599,2020-03-01,Maipu,Penalolen,240
600,2020-03-01,Maipu,Providencia,1916
601,2020-03-01,Maipu,Pudahuel,1464
602,2020-03-01,Maipu,Puente Alto,219
603,2020-03-01,Maipu,Quilicura,279
604,2020-03-01,Maipu,Quinta Normal,430
605,2020-03-01,Maipu,Recoleta,623
606,2020-03-01,Maipu,Renca,313
607,2020-03-01,Maipu,San Bernardo,264
608,2020-03-01,Maipu,San Joaquin,163
609,2020-03-01,Maipu,San Miguel,392
610,2020-03-01,Maipu,San Ramon,90
611,2020-03-01,Maipu,Santiago,5187
612,2020-03-01,Maipu,Vitacura,152
613,2020-03-01,Nunoa,Cerrillos,297
614,2020-03-01,Nunoa,Cerro Navia,155
615,2020-03-01,Nunoa,Conchali,304
616,2020-03-01,Nunoa,El Bosque,100
617,2020-03-01,Nunoa,Estacion Central,1485
618,2020-03-01,Nunoa,Huechuraba,68
619,2020-03-01,Nunoa,Independencia,698
620,2020-03-01,Nunoa,La Cisterna,396
621,2020-03-01,Nunoa,La Florida,2370
622,2020-03-01,Nunoa,La Granja,84
623,2020-03-01,Nunoa,La Pintana,150
624,2020-03-01,Nunoa,La Reina,2094
625,2020-03-01,Nunoa,Las Condes,1750
626,2020-03-01,Nunoa,Lo Barnechea,112
627,2020-03-01,Nunoa,Lo Espejo,84
628,2020-03-01,Nunoa,Lo Prado,713
629,2020-03-01,Nunoa,Macul,1697
630,2020-03-01,Nunoa,Maipu,601
631,2020-03-01,Nunoa,Nunoa,9659
632,2020-03-01,Nunoa,Pedro Aguirre Cerda,283
633,2020-03-01,Nunoa,Penalolen,3091
634,2020-03-01,Nunoa,Providencia,4052
635,2020-03-01,Nunoa,Pudahuel,379
636,2020-03-01,Nunoa,Puente Alto,1348
637,2020-03-01,Nunoa,Quilicura,359
638,2020-03-01,Nunoa,Quinta Normal,418
639,2020-03-01,Nunoa,Recoleta,657
640,2020-03-01,Nunoa,Renca,69
641,2020-03-01,Nunoa,San Bernardo,221
642,2020-03-01,Nunoa,San Joaquin,274
643,2020-03-01,Nunoa,San Miguel,751
644,2020-03-01,Nunoa,San Ramon,220
645,2020-03-01,Nunoa,Santiago,8259
646,2020-03-01,Nunoa,Vitacura,105
647,2020-03-01,Pedro Aguirre Cerda,Cerrillos,506
648,2020-03-01,Pedro Aguirre Cerda,Cerro Navia,44
649,2020-03-01,Pedro Aguirre Cerda,Conchali,58
650,2020-03-01,Pedro Aguirre Cerda,El Bosque,160
651,2020-03-01,Pedro Aguirre Cerda,Estacion Central,1173
652,2020-03-01,Pedro Aguirre Cerda,Huechuraba,7
653,2020-03-01,Pedro Aguirre Cerda,Independencia,72
654,2020-03-01,Pedro Aguirre Cerda,La Cisterna,347
655,2020-03-01,Pedro Aguirre Cerda,La Florida,450
656,2020-03-01,Pedro Aguirre Cerda,La Granja,26
657,2020-03-01,Pedro Aguirre Cerda,La Pintana,64
658,2020-03-01,Pedro Aguirre Cerda,La Reina,155
659,2020-03-01,Pedro Aguirre Cerda,Las Condes,524
660,2020-03-01,Pedro Aguirre Cerda,Lo Barnechea,20
661,2020-03-01,Pedro Aguirre Cerda,Lo Espejo,724
662,2020-03-01,Pedro Aguirre Cerda,Lo Prado,73
663,2020-03-01,Pedro Aguirre Cerda,Macul,122
664,2020-03-01,Pedro Aguirre Cerda,Maipu,301
665,2020-03-01,Pedro Aguirre Cerda,Nunoa,438
666,2020-03-01,Pedro Aguirre Cerda,Pedro Aguirre Cerda,1187
667,2020-03-01,Pedro Aguirre Cerda,Penalolen,108
668,2020-03-01,Pedro Aguirre Cerda,Providencia,903
669,2020-03-01,Pedro Aguirre Cerda,Pudahuel,105
670,2020-03-01,Pedro Aguirre Cerda,Puente Alto,188
671,2020-03-01,Pedro Aguirre Cerda,Quilicura,74
672,2020-03-01,Pedro Aguirre Cerda,Quinta Normal,88
673,2020-03-01,Pedro Aguirre Cerda,Recoleta,255
674,2020-03-01,Pedro Aguirre Cerda,Renca,35
675,2020-03-01,Pedro Aguirre Cerda,San Bernardo,542
676,2020-03-01,Pedro Aguirre Cerda,San Joaquin,130
677,2020-03-01,Pedro Aguirre Cerda,San Miguel,710
678,2020-03-01,Pedro Aguirre Cerda,San Ramon,66
679,2020-03-01,Pedro Aguirre Cerda,Santiago,2556
680,2020-03-01,Pedro Aguirre Cerda,Vitacura,36
681,2020-03-01,Penalolen,Cerrillos,110
682,2020-03-01,Penalolen,Cerro Navia,88
683,2020-03-01,Penalolen,Conchali,103
684,2020-03-01,Penalolen,El Bosque,53
685,2020-03-01,Penalolen,Estacion Central,902
686,2020-03-01,Penalolen,Huechuraba,112
687,2020-03-01,Penalolen,Independencia,210
688,2020-03-01,Penalolen,La Cisterna,395
689,2020-03-01,Penalolen,La Florida,2015
690,2020-03-01,Penalolen,La Granja,50
691,2020-03-01,Penalolen,La Pintana,59
692,2020-03-01,Penalolen,La Reina,2140
693,2020-03-01,Penalolen,Las Condes,1534
694,2020-03-01,Penalolen,Lo Barnechea,147
695,2020-03-01,Penalolen,Lo Espejo,49
696,2020-03-01,Penalolen,Lo Prado,289
697,2020-03-01,Penalolen,Macul,1317
698,2020-03-01,Penalolen,Maipu,175
699,2020-03-01,Penalolen,Nunoa,2712
700,2020-03-01,Penalolen,Pedro Aguirre Cerda,92
701,2020-03-01,Penalolen,Penalolen,5406
702,2020-03-01,Penalolen,Providencia,1965
703,2020-03-01,Penalolen,Pudahuel,138
704,2020-03-01,Penalolen,Puente Alto,1314
705,2020-03-01,Penalolen,Quilicura,160
706,2020-03-01,Penalolen,Quinta Normal,101
707,2020-03-01,Penalolen,Recoleta,262
708,2020-03-01,Penalolen,Renca,39
709,2020-03-01,Penalolen,San Bernardo,82
710,2020-03-01,Penalolen,San Joaquin,136
711,2020-03-01,Penalolen,San Miguel,241
712,2020-03-01,Penalolen,San Ramon,164
713,2020-03-01,Penalolen,Santiago,3216
714,2020-03-01,Penalolen,Vitacura,179
715,2020-03-01,Providencia,Cerrillos,493
716,2020-03-01,Providencia,Cerro Navia,510
717,2020-03-01,Providencia,Conchali,544
718,2020-03-01,Providencia,El Bosque,226
719,2020-03-01,Providencia,Estacion Central,3864
720,2020-03-01,Providencia,Huechuraba,214
721,2020-03-01,Providencia,Independencia,826
722,2020-03-01,Providencia,La Cisterna,1095
723,2020-03-01,Providencia,La Florida,3023
724,2020-03-01,Providencia,La Granja,97
725,2020-03-01,Providencia,La Pintana,145
726,2020-03-01,Providencia,La Reina,1643
727,2020-03-01,Providencia,Las Condes,4520
728,2020-03-01,Providencia,Lo Barnechea,260
729,2020-03-01,Providencia,Lo Espejo,182
730,2020-03-01,Providencia,Lo Prado,2359
731,2020-03-01,Providencia,Macul,871
732,2020-03-01,Providencia,Maipu,1136
733,2020-03-01,Providencia,Nunoa,3184
734,2020-03-01,Providencia,Pedro Aguirre Cerda,632
735,2020-03-01,Providencia,Penalolen,1445
736,2020-03-01,Providencia,Providencia,10564
737,2020-03-01,Providencia,Pudahuel,933
738,2020-03-01,Providencia,Puente Alto,2152
739,2020-03-01,Providencia,Quilicura,549
740,2020-03-01,Providencia,Quinta Normal,843
741,2020-03-01,Providencia,Recoleta,1198
742,2020-03-01,Providencia,Renca,304
743,2020-03-01,Providencia,San Bernardo,527
744,2020-03-01,Providencia,San Joaquin,477
745,2020-03-01,Providencia,San Miguel,1473
746,2020-03-01,Providencia,San Ramon,360
747,2020-03-01,Providencia,Santiago,12187
748,2020-03-01,Providencia,Vitacura,325
749,2020-03-01,Pudahuel,Cerrillos,117
750,2020-03-01,Pudahuel,Cerro Navia,867
751,2020-03-01,Pudahuel,Conchali,158
752,2020-03-01,Pudahuel,El Bosque,42
753,2020-03-01,Pudahuel,Estacion Central,2303
754,2020-03-01,Pudahuel,Huechuraba,36
755,2020-03-01,Pudahuel,Independencia,219
756,2020-03-01,Pudahuel,La Cisterna,261
757,2020-03-01,Pudahuel,La Florida,684
758,2020-03-01,Pudahuel,La Granja,30
759,2020-03-01,Pudahuel,La Pintana,48
760,2020-03-01,Pudahuel,La Reina,161
761,2020-03-01,Pudahuel,Las Condes,781
762,2020-03-01,Pudahuel,Lo Barnechea,72
763,2020-03-01,Pudahuel,Lo Espejo,59
764,2020-03-01,Pudahuel,Lo Prado,2752
765,2020-03-01,Pudahuel,Macul,171
766,2020-03-01,Pudahuel,Maipu,2205
767,2020-03-01,Pudahuel,Nunoa,503
768,2020-03-01,Pudahuel,Pedro Aguirre Cerda,95
769,2020-03-01,Pudahuel,Penalolen,140
770,2020-03-01,Pudahuel,Providencia,1344
771,2020-03-01,Pudahuel,Pudahuel,5989
772,2020-03-01,Pudahuel,Puente Alto,305
773,2020-03-01,Pudahuel,Quilicura,314
774,2020-03-01,Pudahuel,Quinta Normal,918
775,2020-03-01,Pudahuel,Recoleta,577
776,2020-03-01,Pudahuel,Renca,191
777,2020-03-01,Pudahuel,San Bernardo,126
778,2020-03-01,Pudahuel,San Joaquin,140
779,2020-03-01,Pudahuel,San Miguel,235
780,2020-03-01,Pudahuel,San Ramon,77
781,2020-03-01,Pudahuel,Santiago,5626
782,2020-03-01,Pudahuel,Vitacura,121
783,2020-03-01,Puente Alto,Cerrillos,171
784,2020-03-01,Puente Alto,Cerro Navia,111
785,2020-03-01,Puente Alto,Conchali,237
786,2020-03-01,Puente Alto,El Bosque,161
787,2020-03-01,Puente Alto,Estacion Central,1273
788,2020-03-01,Puente Alto,Huechuraba,115
789,2020-03-01,Puente Alto,Independencia,357
790,2020-03-01,Puente Alto,La Cisterna,767
791,2020-03-01,Puente Alto,La Florida,8799
792,2020-03-01,Puente Alto,La Granja,550
793,2020-03-01,Puente Alto,La Pintana,484
794,2020-03-01,Puente Alto,La Reina,1803
795,2020-03-01,Puente Alto,Las Condes,2513
796,2020-03-01,Puente Alto,Lo Barnechea,208
797,2020-03-01,Puente Alto,Lo Espejo,92
798,2020-03-01,Puente Alto,Lo Prado,621
799,2020-03-01,Puente Alto,Macul,898
800,2020-03-01,Puente Alto,Maipu,243
801,2020-03-01,Puente Alto,Nunoa,1763
802,2020-03-01,Puente Alto,Pedro Aguirre Cerda,246
803,2020-03-01,Puente Alto,Penalolen,1883
804,2020-03-01,Puente Alto,Providencia,3860
805,2020-03-01,Puente Alto,Pudahuel,347
806,2020-03-01,Puente Alto,Puente Alto,19158
807,2020-03-01,Puente Alto,Quilicura,260
808,2020-03-01,Puente Alto,Quinta Normal,223
809,2020-03-01,Puente Alto,Recoleta,655
810,2020-03-01,Puente Alto,Renca,64
811,2020-03-01,Puente Alto,San Bernardo,143
812,2020-03-01,Puente Alto,San Joaquin,678
813,2020-03-01,Puente Alto,San Miguel,570
814,2020-03-01,Puente Alto,San Ramon,267
815,2020-03-01,Puente Alto,Santiago,5325
816,2020-03-01,Puente Alto,Vitacura,216
817,2020-03-01,Quilicura,Cerrillos,76
818,2020-03-01,Quilicura,Cerro Navia,85
819,2020-03-01,Quilicura,Conchali,3200
820,2020-03-01,Quilicura,El Bosque,55
821,2020-03-01,Quilicura,Estacion Central,1038
822,2020-03-01,Quilicura,Huechuraba,365
823,2020-03-01,Quilicura,Independencia,1130
824,2020-03-01,Quilicura,La Cisterna,245
825,2020-03-01,Quilicura,La Florida,482
826,2020-03-01,Quilicura,La Granja,27
827,2020-03-01,Quilicura,La Pintana,40
828,2020-03-01,Quilicura,La Reina,307
829,2020-03-01,Quilicura,Las Condes,529
830,2020-03-01,Quilicura,Lo Barnechea,74
831,2020-03-01,Quilicura,Lo Espejo,61
832,2020-03-01,Quilicura,Lo Prado,376
833,2020-03-01,Quilicura,Macul,110
834,2020-03-01,Quilicura,Maipu,309
835,2020-03-01,Quilicura,Nunoa,644
836,2020-03-01,Quilicura,Pedro Aguirre Cerda,94
837,2020-03-01,Quilicura,Penalolen,198
838,2020-03-01,Quilicura,Providencia,1078
839,2020-03-01,Quilicura,Pudahuel,385
840,2020-03-01,Quilicura,Puente Alto,224
841,2020-03-01,Quilicura,Quilicura,7761
842,2020-03-01,Quilicura,Quinta Normal,162
843,2020-03-01,Quilicura,Recoleta,1112
844,2020-03-01,Quilicura,Renca,372
845,2020-03-01,Quilicura,San Bernardo,89
846,2020-03-01,Quilicura,San Joaquin,114
847,2020-03-01,Quilicura,San Miguel,308
848,2020-03-01,Quilicura,San Ramon,73
849,2020-03-01,Quilicura,Santiago,5175
850,2020-03-01,Quilicura,Vitacura,343
851,2020-03-01,Quinta Normal,Cerrillos,63
852,2020-03-01,Quinta Normal,Cerro Navia,1233
853,2020-03-01,Quinta Normal,Conchali,89
854,2020-03-01,Quinta Normal,El Bosque,34
855,2020-03-01,Quinta Normal,Estacion Central,801
856,2020-03-01,Quinta Normal,Huechuraba,51
857,2020-03-01,Quinta Normal,Independencia,155
858,2020-03-01,Quinta Normal,La Cisterna,172
859,2020-03-01,Quinta Normal,La Florida,499
860,2020-03-01,Quinta Normal,La Granja,14
861,2020-03-01,Quinta Normal,La Pintana,18
862,2020-03-01,Quinta Normal,La Reina,183
863,2020-03-01,Quinta Normal,Las Condes,703
864,2020-03-01,Quinta Normal,Lo Barnechea,66
865,2020-03-01,Quinta Normal,Lo Espejo,51
866,2020-03-01,Quinta Normal,Lo Prado,824
867,2020-03-01,Quinta Normal,Macul,131
868,2020-03-01,Quinta Normal,Maipu,346
869,2020-03-01,Quinta Normal,Nunoa,486
870,2020-03-01,Quinta Normal,Pedro Aguirre Cerda,90
871,2020-03-01,Quinta Normal,Penalolen,116
872,2020-03-01,Quinta Normal,Providencia,1054
873,2020-03-01,Quinta Normal,Pudahuel,845
874,2020-03-01,Quinta Normal,Puente Alto,194
875,2020-03-01,Quinta Normal,Quilicura,141
876,2020-03-01,Quinta Normal,Quinta Normal,1912
877,2020-03-01,Quinta Normal,Recoleta,407
878,2020-03-01,Quinta Normal,Renca,334
879,2020-03-01,Quinta Normal,San Bernardo,79
880,2020-03-01,Quinta Normal,San Joaquin,111
881,2020-03-01,Quinta Normal,San Miguel,242
882,2020-03-01,Quinta Normal,San Ramon,34
883,2020-03-01,Quinta Normal,Santiago,4866
884,2020-03-01,Quinta Normal,Vitacura,205
885,2020-03-01,Recoleta,Cerrillos,166
886,2020-03-01,Recoleta,Cerro Navia,133
887,2020-03-01,Recoleta,Conchali,1833
888,2020-03-01,Recoleta,El Bosque,130
889,2020-03-01,Recoleta,Estacion Central,2239
890,2020-03-01,Recoleta,Huechuraba,955
891,2020-03-01,Recoleta,Independencia,1553
892,2020-03-01,Recoleta,La Cisterna,1093
893,2020-03-01,Recoleta,La Florida,820
894,2020-03-01,Recoleta,La Granja,60
895,2020-03-01,Recoleta,La Pintana,102
896,2020-03-01,Recoleta,La Reina,272
897,2020-03-01,Recoleta,Las Condes,1067
898,2020-03-01,Recoleta,Lo Barnechea,103
899,2020-03-01,Recoleta,Lo Espejo,104
900,2020-03-01,Recoleta,Lo Prado,1008
901,2020-03-01,Recoleta,Macul,184
902,2020-03-01,Recoleta,Maipu,379
903,2020-03-01,Recoleta,Nunoa,780
904,2020-03-01,Recoleta,Pedro Aguirre Cerda,235
905,2020-03-01,Recoleta,Penalolen,282
906,2020-03-01,Recoleta,Providencia,1386
907,2020-03-01,Recoleta,Pudahuel,482
908,2020-03-01,Recoleta,Puente Alto,496
909,2020-03-01,Recoleta,Quilicura,1022
910,2020-03-01,Recoleta,Quinta Normal,397
911,2020-03-01,Recoleta,Recoleta,8831
912,2020-03-01,Recoleta,Renca,199
913,2020-03-01,Recoleta,San Bernardo,127
914,2020-03-01,Recoleta,San Joaquin,189
915,2020-03-01,Recoleta,San Miguel,861
916,2020-03-01,Recoleta,San Ramon,231
917,2020-03-01,Recoleta,Santiago,8290
918,2020-03-01,Recoleta,Vitacura,271
919,2020-03-01,Renca,Cerrillos,64
920,2020-03-01,Renca,Cerro Navia,184
921,2020-03-01,Renca,Conchali,211
922,2020-03-01,Renca,El Bosque,18
923,2020-03-01,Renca,Estacion Central,623
924,2020-03-01,Renca,Huechuraba,54
925,2020-03-01,Renca,Independencia,533
926,2020-03-01,Renca,La Cisterna,71
927,2020-03-01,Renca,La Florida,207
928,2020-03-01,Renca,La Granja,8
929,2020-03-01,Renca,La Pintana,33
930,2020-03-01,Renca,La Reina,82
931,2020-03-01,Renca,Las Condes,328
932,2020-03-01,Renca,Lo Barnechea,37
933,2020-03-01,Renca,Lo Espejo,38
934,2020-03-01,Renca,Lo Prado,112
935,2020-03-01,Renca,Macul,51
936,2020-03-01,Renca,Maipu,308
937,2020-03-01,Renca,Nunoa,194
938,2020-03-01,Renca,Pedro Aguirre Cerda,42
939,2020-03-01,Renca,Penalolen,64
940,2020-03-01,Renca,Providencia,654
941,2020-03-01,Renca,Pudahuel,583
942,2020-03-01,Renca,Puente Alto,97
943,2020-03-01,Renca,Quilicura,230
944,2020-03-01,Renca,Quinta Normal,318
945,2020-03-01,Renca,Recoleta,377
946,2020-03-01,Renca,Renca,3015
947,2020-03-01,Renca,San Bernardo,60
948,2020-03-01,Renca,San Joaquin,48
949,2020-03-01,Renca,San Miguel,111
950,2020-03-01,Renca,San Ramon,24
951,2020-03-01,Renca,Santiago,1965
952,2020-03-01,Renca,Vitacura,69
953,2020-03-01,San Bernardo,Cerrillos,91
954,2020-03-01,San Bernardo,Cerro Navia,58
955,2020-03-01,San Bernardo,Conchali,68
956,2020-03-01,San Bernardo,El Bosque,1211
957,2020-03-01,San Bernardo,Estacion Central,4136
958,2020-03-01,San Bernardo,Huechuraba,27
959,2020-03-01,San Bernardo,Independencia,128
960,2020-03-01,San Bernardo,La Cisterna,665
961,2020-03-01,San Bernardo,La Florida,431
962,2020-03-01,San Bernardo,La Granja,72
963,2020-03-01,San Bernardo,La Pintana,462
964,2020-03-01,San Bernardo,La Reina,150
965,2020-03-01,San Bernardo,Las Condes,431
966,2020-03-01,San Bernardo,Lo Barnechea,42
967,2020-03-01,San Bernardo,Lo Espejo,528
968,2020-03-01,San Bernardo,Lo Prado,153
969,2020-03-01,San Bernardo,Macul,89
970,2020-03-01,San Bernardo,Maipu,144
971,2020-03-01,San Bernardo,Nunoa,265
972,2020-03-01,San Bernardo,Pedro Aguirre Cerda,748
973,2020-03-01,San Bernardo,Penalolen,127
974,2020-03-01,San Bernardo,Providencia,711
975,2020-03-01,San Bernardo,Pudahuel,88
976,2020-03-01,San Bernardo,Puente Alto,174
977,2020-03-01,San Bernardo,Quilicura,76
978,2020-03-01,San Bernardo,Quinta Normal,54
979,2020-03-01,San Bernardo,Recoleta,205
980,2020-03-01,San Bernardo,Renca,34
981,2020-03-01,San Bernardo,San Bernardo,8902
982,2020-03-01,San Bernardo,San Joaquin,68
983,2020-03-01,San Bernardo,San Miguel,262
984,2020-03-01,San Bernardo,San Ramon,133
985,2020-03-01,San Bernardo,Santiago,1749
986,2020-03-01,San Bernardo,Vitacura,60
987,2020-03-01,San Joaquin,Cerrillos,102
988,2020-03-01,San Joaquin,Cerro Navia,34
989,2020-03-01,San Joaquin,Conchali,71
990,2020-03-01,San Joaquin,El Bosque,31
991,2020-03-01,San Joaquin,Estacion Central,359
992,2020-03-01,San Joaquin,Huechuraba,21
993,2020-03-01,San Joaquin,Independencia,121
994,2020-03-01,San Joaquin,La Cisterna,130
995,2020-03-01,San Joaquin,La Florida,1829
996,2020-03-01,San Joaquin,La Granja,51
997,2020-03-01,San Joaquin,La Pintana,22
998,2020-03-01,San Joaquin,La Reina,146
999,2020-03-01,San Joaquin,Las Condes,411
1000,2020-03-01,San Joaquin,Lo Barnechea,40
1001,2020-03-01,San Joaquin,Lo Espejo,72
1002,2020-03-01,San Joaquin,Lo Prado,153
1003,2020-03-01,San Joaquin,Macul,414
1004,2020-03-01,San Joaquin,Maipu,151
1005,2020-03-01,San Joaquin,Nunoa,383
1006,2020-03-01,San Joaquin,Pedro Aguirre Cerda,160
1007,2020-03-01,San Joaquin,Penalolen,118
1008,2020-03-01,San Joaquin,Providencia,679
1009,2020-03-01,San Joaquin,Pudahuel,129
1010,2020-03-01,San Joaquin,Puente Alto,414
1011,2020-03-01,San Joaquin,Quilicura,89
1012,2020-03-01,San Joaquin,Quinta Normal,81
1013,2020-03-01,San Joaquin,Recoleta,237
1014,2020-03-01,San Joaquin,Renca,26
1015,2020-03-01,San Joaquin,San Bernardo,57
1016,2020-03-01,San Joaquin,San Joaquin,1071
1017,2020-03-01,San Joaquin,San Miguel,546
1018,2020-03-01,San Joaquin,San Ramon,49
1019,2020-03-01,San Joaquin,Santiago,2150
1020,2020-03-01,San Joaquin,Vitacura,35
1021,2020-03-01,San Miguel,Cerrillos,219
1022,2020-03-01,San Miguel,Cerro Navia,35
1023,2020-03-01,San Miguel,Conchali,166
1024,2020-03-01,San Miguel,El Bosque,233
1025,2020-03-01,San Miguel,Estacion Central,1229
1026,2020-03-01,San Miguel,Huechuraba,45
1027,2020-03-01,San Miguel,Independencia,261
1028,2020-03-01,San Miguel,La Cisterna,1833
1029,2020-03-01,San Miguel,La Florida,862
1030,2020-03-01,San Miguel,La Granja,92
1031,2020-03-01,San Miguel,La Pintana,160
1032,2020-03-01,San Miguel,La Reina,246
1033,2020-03-01,San Miguel,Las Condes,956
1034,2020-03-01,San Miguel,Lo Barnechea,54
1035,2020-03-01,San Miguel,Lo Espejo,266
1036,2020-03-01,San Miguel,Lo Prado,438
1037,2020-03-01,San Miguel,Macul,203
1038,2020-03-01,San Miguel,Maipu,270
1039,2020-03-01,San Miguel,Nunoa,637
1040,2020-03-01,San Miguel,Pedro Aguirre Cerda,696
1041,2020-03-01,San Miguel,Penalolen,179
1042,2020-03-01,San Miguel,Providencia,1506
1043,2020-03-01,San Miguel,Pudahuel,160
1044,2020-03-01,San Miguel,Puente Alto,440
1045,2020-03-01,San Miguel,Quilicura,185
1046,2020-03-01,San Miguel,Quinta Normal,185
1047,2020-03-01,San Miguel,Recoleta,844
1048,2020-03-01,San Miguel,Renca,48
1049,2020-03-01,San Miguel,San Bernardo,200
1050,2020-03-01,San Miguel,San Joaquin,363
1051,2020-03-01,San Miguel,San Miguel,4443
1052,2020-03-01,San Miguel,San Ramon,404
1053,2020-03-01,San Miguel,Santiago,5815
1054,2020-03-01,San Miguel,Vitacura,60
1055,2020-03-01,San Ramon,Cerrillos,42
1056,2020-03-01,San Ramon,Cerro Navia,17
1057,2020-03-01,San Ramon,Conchali,47
1058,2020-03-01,San Ramon,El Bosque,103
1059,2020-03-01,San Ramon,Estacion Central,430
1060,2020-03-01,San Ramon,Huechuraba,7
1061,2020-03-01,San Ramon,Independencia,50
1062,2020-03-01,San Ramon,La Cisterna,1169
1063,2020-03-01,San Ramon,La Florida,1672
1064,2020-03-01,San Ramon,La Granja,327
1065,2020-03-01,San Ramon,La Pintana,368
1066,2020-03-01,San Ramon,La Reina,124
1067,2020-03-01,San Ramon,Las Condes,284
1068,2020-03-01,San Ramon,Lo Barnechea,19
1069,2020-03-01,San Ramon,Lo Espejo,34
1070,2020-03-01,San Ramon,Lo Prado,106
1071,2020-03-01,San Ramon,Macul,43
1072,2020-03-01,San Ramon,Maipu,78
1073,2020-03-01,San Ramon,Nunoa,201
1074,2020-03-01,San Ramon,Pedro Aguirre Cerda,79
1075,2020-03-01,San Ramon,Penalolen,169
1076,2020-03-01,San Ramon,Providencia,450
1077,2020-03-01,San Ramon,Pudahuel,67
1078,2020-03-01,San Ramon,Puente Alto,363
1079,2020-03-01,San Ramon,Quilicura,51
1080,2020-03-01,San Ramon,Quinta Normal,35
1081,2020-03-01,San Ramon,Recoleta,210
1082,2020-03-01,San Ramon,Renca,13
1083,2020-03-01,San Ramon,San Bernardo,65
1084,2020-03-01,San Ramon,San Joaquin,48
1085,2020-03-01,San Ramon,San Miguel,305
1086,2020-03-01,San Ramon,San Ramon,1064
1087,2020-03-01,San Ramon,Santiago,1131
1088,2020-03-01,San Ramon,Vitacura,25
1089,2020-03-01,Santiago,Cerrillos,1448
1090,2020-03-01,Santiago,Cerro Navia,2366
1091,2020-03-01,Santiago,Conchali,2759
1092,2020-03-01,Santiago,El Bosque,686
1093,2020-03-01,Santiago,Estacion Central,12108
1094,2020-03-01,Santiago,Huechuraba,367
1095,2020-03-01,Santiago,Independencia,3397
1096,2020-03-01,Santiago,La Cisterna,4451
1097,2020-03-01,Santiago,La Florida,6393
1098,2020-03-01,Santiago,La Granja,346
1099,2020-03-01,Santiago,La Pintana,573
1100,2020-03-01,Santiago,La Reina,2932
1101,2020-03-01,Santiago,Las Condes,8529
1102,2020-03-01,Santiago,Lo Barnechea,861
1103,2020-03-01,Santiago,Lo Espejo,817
1104,2020-03-01,Santiago,Lo Prado,6103
1105,2020-03-01,Santiago,Macul,1600
1106,2020-03-01,Santiago,Maipu,3842
1107,2020-03-01,Santiago,Nunoa,8167
1108,2020-03-01,Santiago,Pedro Aguirre Cerda,2057
1109,2020-03-01,Santiago,Penalolen,2483
1110,2020-03-01,Santiago,Providencia,12854
1111,2020-03-01,Santiago,Pudahuel,4084
1112,2020-03-01,Santiago,Puente Alto,3398
1113,2020-03-01,Santiago,Quilicura,3319
1114,2020-03-01,Santiago,Quinta Normal,4318
